,time,position,x,velocity,v_m_t,v_m_p
0,0.0,0.5088618265389977,0.9666666666666667,0.009809999999887964,8.938923201380712,8.794936227533045
1,0.001001669449081803,0.5094308229299633,0.9666666666666667,0.568996390965637,8.933202656742608,8.79470987461009
2,0.002003338898163606,0.5105830007643419,0.9666666666666667,1.1521778343785982,8.927471795601965,8.794251299556926
3,0.0030050083472454086,0.5123172683878376,0.9666666666666667,1.734267623495711,8.921730599353873,8.793560477120144
4,0.004006677796327212,0.5146319908734807,0.9666666666666667,2.314722485643017,8.915979049359867,8.792637367211936
5,0.005008347245409015,0.5175249930802952,0.9666666666666667,2.8930022068145433,8.910217126947872,8.791481915788104
6,0.006010016694490817,0.5209935637203875,0.9666666666666667,3.4685706400923166,8.904444813412137,8.790094056013583
7,0.00701168614357262,0.5250344604249424,0.9666666666666667,4.040896704554875,8.898662090013179,8.788473709711226
8,0.008013355592654424,0.5296439157972861,0.9666666666666667,4.609455372343696,8.892868937977717,8.786620789088563
9,0.009015025041736227,0.5348176444388706,0.9666666666666667,5.173728641584496,8.88706533849862,8.784535198736107
10,0.01001669449081803,0.540550850931786,0.9666666666666667,5.733206492915421,8.881251272734833,8.782216837889711
11,0.011018363939899833,0.546838238759169,0.9666666666666667,6.287387827383029,8.875426721811326,8.77966560294834
12,0.012020033388981635,0.5536740201427124,0.9666666666666667,6.835781383543349,8.86959166681903,8.776881390237506
13,0.013021702838063438,0.5610519267743737,0.9666666666666667,7.3779066316612685,8.863746088814775,8.77386409900742
14,0.01402337228714524,0.5689652214173027,0.9666666666666667,7.913294642929003,8.857889968821228,8.7706136346538
15,0.015025041736227044,0.577406710349039,0.9666666666666667,8.441488931736352,8.852023287826832,8.767129912148036
16,0.016026711185308847,0.5863687566180911,0.9666666666666667,8.96204626905206,8.846146026785743,8.763412859662246
17,0.01702838063439065,0.5958432940831724,0.9666666666666667,9.474537465081312,8.840258166617772,8.759462422373566
18,0.018030050083472453,0.6058218422025998,0.9666666666666667,9.978548119427444,8.834359688208323,8.755278566430754
19,0.019031719532554257,0.6162955215396808,0.9666666666666667,10.473679337080988,8.828450572408318,8.750861283065037
20,0.02003338898163606,0.6272550699483279,0.9666666666666667,10.959548408647102,8.82253080003416,8.746210592825891
21,0.021035058430717863,0.6386908594016125,0.9666666666666667,11.435789453284606,8.816600351867644,8.741326549921292
22,0.022036727879799666,0.6505929134246191,0.9666666666666667,11.902054023006592,8.81065920865591,8.736209246640746
23,0.02303839732888147,0.662950925091593,0.9666666666666667,12.358011666973923,8.804707351111382,8.730858817838342
24,0.02404006677796327,0.6757542755462334,0.9666666666666667,12.803350454640317,8.798744759911694,8.72527544545193
25,0.025041736227045072,0.6889920530028526,0.9666666666666667,13.237777456619249,8.792771415699637,8.71945936303349
26,0.026043405676126875,0.7026530721851492,0.9666666666666667,13.661019182296563,8.786787299083093,8.713410860264773
27,0.02704507512520868,0.716725894158472,0.9666666666666667,14.072821973322824,8.780792390634971,8.707130287431394
28,0.02804674457429048,0.7311988465106998,0.9666666666666667,14.472952352227786,8.774786670893146,8.700618059827699
29,0.029048414023372285,0.7460600438361844,0.9666666666666667,14.861197325484632,8.768770120360395,8.693874662064042
30,0.030050083472454088,0.761297408476719,0.9666666666666667,15.2373646405346,8.762742719504331,8.68690065224744
31,0.03105175292153589,0.7768986914730576,0.9666666666666667,15.601282996338561,8.756704448757345,8.679696666006116
32,0.032053422370617694,0.7928514936802129,0.9666666666666667,15.952802207155337,8.750655288516537,8.672263420328056
33,0.0330550918196995,0.8091432869996042,0.9666666666666667,16.291793319391346,8.744595219143658,8.664601717183517
34,0.0340567612687813,0.8257614356810672,0.9666666666666667,16.61814868146294,8.73852422096504,8.656712446901322
35,0.035058430717863104,0.8391712101375655,0.9333333333333333,3.2703478281010945,8.732442274271536,8.650291280138584
36,0.03606010016694491,0.8426956149452733,0.9333333333333333,3.5244048077078816,8.726349359318457,8.648595436592297
37,0.03706176961602671,0.8464838041033893,0.9333333333333333,3.788189158115962,8.720245456325504,8.646768841963818
38,0.03806343906510851,0.8505453094271891,0.9333333333333333,4.061505323799786,8.714130545476706,8.644806046956171
39,0.039065108514190316,0.854889440196497,0.9333333333333333,4.344130769307952,8.708004606920362,8.642701602684712
40,0.04006677796327212,0.8595252567725025,0.9333333333333333,4.635816576005425,8.701867620768956,8.640450066580689
41,0.04106844741235392,0.8644615448827269,0.9333333333333333,4.936288110224396,8.695719567099124,8.638046008058133
42,0.042070116861435726,0.8697067906435487,0.9333333333333333,5.2452457608218594,8.689560425951557,8.635484013959283
43,0.04307178631051753,0.8752691563874802,0.9333333333333333,5.56236574393143,8.683390177330962,8.632758693796037
44,0.04407345575959933,0.8811564573599711,0.9333333333333333,5.887300972490905,8.677208801205978,8.629864684806906
45,0.045075125208681135,0.8873761393479391,0.9333333333333333,6.219681987968073,8.671016277509125,8.62679665685074
46,0.04607679465776294,0.8939352572994794,0.9333333333333333,6.559117951540294,8.66481258613673,8.623549317159872
47,0.04707846410684474,0.9008404549912683,0.9333333333333333,6.905197691788878,8.658597706948866,8.620117414976667
48,0.04808013355592654,0.9080979457971194,0.9333333333333333,7.257490805851141,8.652371619769285,8.616495746098268
49,0.04908180300500834,0.9157134946079157,0.9333333333333333,7.615548810796291,8.646134304385354,8.612679157355073
50,0.050083472454090144,0.9236924009497964,0.9333333333333333,7.978906341880698,8.639885740547987,8.608662551048775
51,0.05108514190317195,0.9320394833439813,0.9333333333333333,8.347082394184913,8.63362590797158,8.604440889375962
